City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,port douglas,-16.4833,145.4667,26.15,82,46,1.63,AU,1707334320
83,keflavik,64.0049,-22.5624,-1.76,69,0,6.69,IS,1707334320
84,pozzallo,36.7305,14.8499,11.36,87,0,4.94,IT,1707334320
85,tarawa,1.419,172.984,28.63,79,81,8.67,KI,1707334320
86,st austell,50.3383,-4.7658,10.18,100,75,2.06,GB,1707334321
87,kargasok,59.0556,80.8572,-6.69,97,100,3.13,RU,1707334321
88,kingston,17.997,-76.7936,26.53,58,20,9.26,JM,1707334250
89,igarka,67.4667,86.5833,-16.89,97,100,2.41,RU,1707334321
90,kirakira,-10.4544,161.9205,27.22,86,100,3.2,SB,1707334321
91,kodiak,57.79,-152.4072,0.73,80,100,2.57,US,1707334321
92,tadine,-21.55,167.8833,25.25,70,100,6.58,NC,1707334321
93,fort bragg,35.139,-79.006,13.23,34,0,4.12,US,1707334322
94,bulford,51.1893,-1.7601,6.17,91,100,2.06,GB,1707334322
95,twon-brass,4.3151,6.2418,27.56,77,55,5.46,NG,1707334322
96,chibougamau,49.9168,-74.3659,-1.21,80,100,2.06,CA,1707334322
97,lihue,21.9789,-159.3672,24.09,68,0,8.75,US,1707334221
98,fale old settlement,-9.3852,-171.2468,28.6,81,100,9.51,TK,1707334322
99,papatowai,-46.5619,169.4708,13.01,72,67,7.28,NZ,1707334323
100,raisinghnagar,29.5358,73.4492,10.65,42,0,2.68,IN,1707334323
101,haiku-pauwela,20.9219,-156.3051,23.43,71,20,9.26,US,1707334323
102,dudinka,69.4058,86.1778,-17.99,98,59,1.79,RU,1707334323
103,udachny,66.4167,112.4,-29.18,100,100,1.19,RU,1707334323
104,jayapura,-2.5333,140.7,25.66,90,99,1.76,ID,1707334323
105,buala,-8.145,159.5921,26.93,84,100,3.63,SB,1707334323
106,nadi,-17.8,177.4167,25.0,88,75,3.09,FJ,1707334323
107,ichhawar,23.0167,77.0167,16.13,52,100,5.22,IN,1707334324
108,saint-francois,46.4154,3.9054,9.8,78,100,2.57,FR,1707334324
109,georgetown,5.4112,100.3354,26.96,94,20,1.03,MY,1707334202
110,eraan,9.0629,117.7016,24.58,87,100,1.68,PH,1707334324
111,floro,61.5996,5.0328,-1.02,74,20,5.14,NO,1707334324
112,laojunmiao,39.8333,97.7333,-7.7,51,68,1.77,CN,1707334324
113,ribeira grande,38.5167,-28.7,17.22,88,40,9.39,PT,1707334324
114,port alfred,-33.5906,26.891,18.43,85,0,4.1,ZA,1707334325
115,tehran,35.6944,51.4215,7.99,39,0,3.09,IR,1707334134
116,constantia,44.1833,28.65,10.39,62,100,6.59,RO,1707334325
117,chui,-33.6971,-53.4616,29.24,52,40,5.43,UY,1707334325
118,cidreira,-30.1811,-50.2056,24.52,81,85,5.81,BR,1707334325
119,rize,40.9044,40.8949,-0.96,61,27,3.59,TR,1707334325
120,prince rupert,54.3161,-130.3201,2.83,100,100,3.6,CA,1707334325
121,urucara,-2.5364,-57.76,31.71,55,100,1.32,BR,1707334326
122,acoyapa,11.9703,-85.1711,33.05,30,0,6.88,NI,1707334326
123,antonio enes,-16.2325,39.9086,26.38,85,85,1.28,MZ,1707334326
124,huarmey,-10.0681,-78.1522,27.54,70,3,5.63,PE,1707334326
125,detva,48.5608,19.4195,7.67,85,100,4.77,SK,1707334326
126,kalyazin,57.2403,37.8433,-13.03,94,100,5.97,RU,1707334145
127,catia la mar,10.6038,-67.0303,31.39,84,80,3.6,VE,1707334098
128,namyslow,51.0759,17.7228,3.55,76,100,4.97,PL,1707334327
129,namibe,-15.1961,12.1522,25.72,79,78,4.24,AO,1707334327
130,freeport,40.6576,-73.5832,9.15,46,0,3.6,US,1707334327
131,vorgashor,67.5833,63.95,-7.46,88,100,5.04,RU,1707334327
132,kourou,5.1552,-52.6478,30.03,69,32,4.1,GF,1707334206
133,juventino rosas,20.65,-101.0,27.6,10,2,3.02,MX,1707334328
134,jabor,5.921,169.6434,27.72,75,68,10.69,MH,1707334328
135,rio grande,-32.035,-52.0986,31.06,68,55,7.13,BR,1707334328
136,szentgotthard,46.9526,16.2736,7.46,78,100,1.7,HU,1707334328
137,tiksi,71.6872,128.8694,-21.5,99,100,2.0,RU,1707334328
138,weno,7.4515,151.8468,27.97,74,75,3.6,FM,1707334328
139,rongelap,11.1635,166.8941,26.36,82,82,10.12,MH,1707334328
140,mana,5.6592,-53.7767,28.33,69,17,5.81,GF,1707334329
141,luderitz,-26.6481,15.1594,19.53,74,50,7.41,NA,1707334329
142,houghton,47.1219,-88.569,7.97,61,0,2.06,US,1707334038
143,bocas del toro,9.3333,-82.25,20.03,85,100,6.46,PA,1707334329
144,parry sound,45.3501,-80.033,4.03,52,77,2.54,CA,1707334329
145,richards bay,-28.783,32.0377,25.16,87,100,6.66,ZA,1707334244
146,pangai,-19.8,-174.35,28.06,83,20,1.54,TO,1707334329
147,hobyo,5.3505,48.5268,26.32,83,58,7.65,SO,1707334330
148,fortaleza,-3.7227,-38.5247,32.07,62,20,6.17,BR,1707334138
149,west island,-12.1568,96.8225,25.99,94,75,0.0,CC,1707334330
150,ketchikan,55.3422,-131.6461,2.99,60,75,5.14,US,1707334330
151,chonchi,-42.6128,-73.8092,18.4,47,59,1.55,CL,1707334330
152,egersund,58.4513,5.9997,0.05,79,100,1.41,NO,1707334330
153,erenhot,43.6475,111.9767,-17.77,97,99,1.5,CN,1707334330
154,jamestown,42.097,-79.2353,10.01,38,0,2.57,US,1707334269
155,taulaga,-11.0553,-171.0883,28.66,81,100,11.0,AS,1707334331
156,fortuna,40.5982,-124.1573,7.74,95,100,0.89,US,1707334331
157,codrington,-38.2667,141.9667,10.27,90,100,2.71,AU,1707334332
158,puerto ayora,-0.7393,-90.3518,29.98,76,96,4.85,EC,1707334332
159,bonthe,7.5264,-12.505,26.98,82,3,4.42,SL,1707334332
160,luwuk,-0.9516,122.7875,25.8,81,100,0.96,ID,1707334332
161,tevriz,57.509,72.4042,-2.72,94,100,3.34,RU,1707334332
162,brookings,44.3114,-96.7984,9.65,80,0,8.23,US,1707334197
163,bridgewater,44.3835,-64.5155,0.62,73,99,2.57,CA,1707334332
164,piacabucu,-10.4056,-36.4344,28.62,74,22,6.27,BR,1707334333
165,as sulayyil,20.4607,45.5779,16.14,63,26,6.05,SA,1707334333
166,vila velha,-20.3297,-40.2925,27.97,83,40,8.75,BR,1707334333
167,harstad,68.799,16.5293,-3.8,93,95,8.94,NO,1707334333
168,kongsvinger,60.1905,11.9977,-15.63,100,99,1.34,NO,1707334249
169,kirensk,57.7853,108.1119,-5.02,95,100,4.02,RU,1707334333
170,nova sintra,14.8667,-24.7167,21.09,75,0,7.57,CV,1707334334
171,afaahiti,-17.75,-149.2833,27.93,89,100,15.15,PF,1707334334
172,selfoss,63.9331,-20.9971,-9.17,83,4,4.52,IS,1707334334
173,talnakh,69.4865,88.3972,-18.22,86,56,2.23,RU,1707334334
174,college,64.8569,-147.8028,-13.94,78,75,0.0,US,1707334334
175,patti,31.2808,74.8572,9.04,45,0,3.36,IN,1707334334
176,klyuchi,52.2667,79.1667,-1.52,96,100,6.01,RU,1707334334
177,baikonur,45.6167,63.3167,-1.64,76,18,5.05,KZ,1707334335
178,alaghsas,17.0187,8.0168,18.91,16,5,4.84,NE,1707334335
179,sultanah,24.4926,39.5857,22.25,16,0,6.69,SA,1707334335
180,aykhal,66.0,111.5,-29.85,100,81,1.24,RU,1707334335
181,nago,26.5881,127.9761,18.47,85,100,5.71,JP,1707334335
182,enshi,30.3,109.4833,2.47,97,98,0.78,CN,1707334335
183,songjianghe,42.1859,127.479,-18.46,96,5,1.33,CN,1707334336
184,kloulklubed,7.0419,134.2556,27.32,76,100,8.44,PW,1707334336
185,al ain city,24.1917,55.7606,15.79,59,0,1.03,AE,1707334329
186,whitehorse,60.7161,-135.0538,-20.57,84,40,1.54,CA,1707334336
187,metlili chaamba,32.2667,3.6333,15.52,21,0,1.54,DZ,1707334336
188,vila franca do campo,37.7167,-25.4333,17.23,96,100,9.4,PT,1707334336
189,nemuro,43.3236,145.575,-6.5,69,48,0.59,JP,1707334337
190,petropavlovsk-kamchatsky,53.0452,158.6483,-7.53,76,75,4.0,RU,1707334337
191,port lincoln,-34.7333,135.8667,16.01,80,89,5.48,AU,1707334337
192,barberton,-25.7884,31.0532,28.03,63,81,1.74,ZA,1707334212
193,anna regina,7.2644,-58.5077,28.24,72,2,5.16,GY,1707334338
194,kapenguria,1.2511,35.0895,16.49,49,0,2.26,KE,1707334338
195,alofi,-19.0595,-169.9187,26.94,94,91,1.54,NU,1707334339
196,waimea,20.0231,-155.6717,18.89,87,0,4.92,US,1707334339
197,aegina,37.7467,23.4275,16.59,74,100,2.64,GR,1707334339
198,tucuma,-0.1833,-50.05,28.73,74,100,3.5,BR,1707334339
199,kailua-kona,19.6406,-155.9956,26.27,71,0,1.54,US,1707334339
200,sabang,5.8933,95.3214,27.31,81,24,3.25,ID,1707334340
201,broome,42.2506,-75.833,7.88,52,0,1.34,US,1707334340
202,ponta delgada,37.7333,-25.6667,17.4,100,75,11.83,PT,1707334340
203,kulhudhuffushi,6.6221,73.07,27.11,73,38,2.93,MV,1707334341
204,cajamarca,-7.1638,-78.5003,17.04,72,75,5.66,PE,1707334308
205,lewiston orchards,46.3804,-116.9754,6.95,77,100,3.09,US,1707334341
206,bozkurt,41.9577,34.0109,12.49,58,100,1.69,TR,1707334342
207,playas,-2.6333,-80.3833,27.53,79,83,5.77,EC,1707334342
208,solleftea,63.1667,17.2667,-21.08,100,74,0.02,SE,1707334343
209,tionk essil,12.7856,-16.5217,32.03,48,0,3.88,SN,1707334343
210,acarau,-2.8856,-40.12,29.23,70,45,8.06,BR,1707334344
211,khandyga,62.6667,135.6,-45.25,100,74,0.57,RU,1707334344
212,plaza huincul,-38.926,-69.2086,30.08,10,98,0.89,AR,1707334344
213,hawaiian paradise park,19.5933,-154.9731,22.73,89,40,2.57,US,1707334345
214,eydhafushi,5.1033,73.0708,27.48,73,92,6.23,MV,1707334345
215,sinabang,2.4803,96.3801,26.86,81,100,1.15,ID,1707334345
216,portland,45.5234,-122.6762,9.43,89,75,1.54,US,1707333571
217,arraial do cabo,-22.9661,-42.0278,30.98,70,75,6.69,BR,1707334346
218,kartaly,53.0522,60.6467,-9.99,91,99,5.81,RU,1707334346
219,la'ie,21.6477,-157.9253,25.25,73,29,4.02,US,1707334346
220,iskateley,67.6803,53.1512,-23.88,99,100,3.58,RU,1707334346
221,puquio,-14.7,-74.1333,17.33,66,38,3.81,PE,1707334347
222,puerto quijarro,-17.7833,-57.7667,36.58,34,99,1.36,BO,1707334347
223,aasiaat,68.7098,-52.8699,-13.02,77,100,10.66,GL,1707334347
224,pirajui,-21.9986,-49.4572,27.49,56,100,4.47,BR,1707334347
225,gadarwara,22.9167,78.7833,16.57,41,78,2.77,IN,1707334348
226,dongola,19.1667,30.4833,17.57,23,53,4.75,SD,1707334348
227,sao francisco,-15.9486,-44.8644,28.19,70,92,1.09,BR,1707334348
228,tarko-sale,64.9225,77.785,-3.32,93,100,5.91,RU,1707334348
229,baiti,13.745,-14.7482,32.52,9,0,3.82,SN,1707334349
230,paita,-5.0892,-81.1144,28.59,67,75,6.46,PE,1707334349
231,nanpara,27.8667,81.5,10.45,39,0,3.86,IN,1707334349
232,badger,64.8,-147.5333,-13.99,75,75,0.0,US,1707334349
233,alampur,15.8833,78.15,26.61,45,0,3.53,IN,1707334350
234,darwin,-12.4611,130.8418,24.99,93,100,2.57,AU,1707334203
235,ilgaz,40.9251,33.6259,5.99,63,100,0.81,TR,1707334350
236,sitka,57.0531,-135.33,0.94,80,20,1.54,US,1707334350
237,adam,22.3756,57.5233,19.2,37,100,4.71,OM,1707334350
238,taoudenni,22.6783,-3.9836,21.26,12,1,4.71,ML,1707334351
239,leer,53.2316,7.461,1.08,87,100,1.36,DE,1707334351
240,sirjan,29.452,55.6814,5.26,21,0,4.06,IR,1707334351
241,rikaze,29.25,88.8833,-1.15,19,0,1.47,CN,1707334351
242,sos'va,59.1766,61.8558,-2.75,98,100,2.24,RU,1707334351
243,punta arenas,-53.15,-70.9167,13.01,54,75,13.89,CL,1707334351
244,kiunga,-6.1219,141.2906,22.03,98,100,0.91,PG,1707334352
245,sikasso,10.9167,-7.0,28.85,12,0,2.76,ML,1707334352
246,zouerate,22.7187,-12.4521,22.05,9,1,3.9,MR,1707334352
247,punta del este,-34.9667,-54.95,32.06,48,75,5.14,UY,1707334352
248,opuwo,-18.0607,13.84,22.69,68,76,1.45,NA,1707334352
249,shangrao,28.4532,117.9686,2.31,100,100,0.59,CN,1707334352
250,fort st. john,56.2499,-120.8529,-9.06,79,100,2.57,CA,1707334350
251,masjed soleyman,31.9364,49.3039,13.37,54,2,1.27,IR,1707334353
252,xilin hot,43.9667,116.0333,-22.63,96,36,2.66,CN,1707334353
253,kilifi,-3.6305,39.8499,26.87,86,13,4.89,KE,1707334353
254,richmond,37.5538,-77.4603,11.75,39,20,4.12,US,1707333828
255,burela de cabo,43.65,-7.4,16.76,66,100,6.02,ES,1707334353
256,nakambala,-15.8324,27.7799,17.94,97,81,0.29,ZM,1707334353
257,guacimo,10.2104,-83.6807,26.77,79,99,0.57,CR,1707334354
258,el granada,37.5027,-122.4694,10.44,91,75,6.17,US,1707334354
259,madera,37.1666,-119.8343,11.11,81,100,2.64,US,1707334354
260,urangan,-25.3,152.9,26.33,73,11,8.46,AU,1707334354
261,qui nhon,13.7667,109.2333,22.72,90,86,1.56,VN,1707334354
262,mogoytuy,51.2833,114.9167,-20.02,97,76,1.14,RU,1707334354
263,bacon,13.0378,124.0411,25.07,82,56,2.09,PH,1707334354
264,egilsstadir,65.2653,-14.3948,-4.05,74,100,6.17,IS,1707334355
265,castillos,-34.1667,-53.8333,28.47,54,35,5.65,UY,1707334355
266,port augusta,-32.5,137.7667,17.76,62,3,3.51,AU,1707334292
267,north bend,43.4065,-124.2243,8.48,94,100,3.27,US,1707334189
268,sihanoukville,10.6093,103.5296,24.97,100,40,2.06,KH,1707334355
269,trairi,-3.2778,-39.2689,29.21,70,22,5.76,BR,1707334305
270,dagda,56.0951,27.5372,-11.61,95,89,2.51,LV,1707334356
271,alice springs,-23.7,133.8833,22.34,33,32,2.06,AU,1707334356
272,nogliki,51.8333,143.1667,-24.25,100,82,2.24,RU,1707334356
273,pimentel,-6.8367,-79.9342,32.16,48,0,8.75,PE,1707334356
274,san antonio de pale,-1.4014,5.6325,28.27,77,11,2.44,GQ,1707334356
275,och'amch'ire,42.7123,41.4686,9.77,68,100,1.64,GE,1707334356
276,nuuk,64.1835,-51.7216,-7.66,100,100,9.26,GL,1707334356
277,hithadhoo,-0.6,73.0833,27.37,77,8,3.59,MV,1707334357
278,carbondale,37.7273,-89.2168,15.03,42,0,3.6,US,1707334357
279,gidam,18.9833,81.4,20.3,56,0,1.69,IN,1707334357
280,farkhar,36.5729,69.8578,3.25,38,1,5.16,AF,1707334357
281,panaba,21.2833,-88.2667,26.21,44,69,3.31,MX,1707334357
282,chos malal,-37.3781,-70.2709,33.18,18,99,7.98,AR,1707334357
283,wuwei,37.9281,102.6414,-7.86,80,41,1.29,CN,1707334357
284,zyryanskoye,56.8306,86.6258,-13.12,93,100,2.77,RU,1707334358
285,dadhar,29.4753,67.6514,16.19,49,0,0.8,PK,1707334358
286,praia da vitoria,38.7333,-27.0667,16.14,82,40,8.13,PT,1707334358
287,tolanaro,-25.0319,46.9987,24.04,88,75,4.12,MG,1707334238
288,qamdo,31.1667,97.2333,-6.62,34,100,1.11,CN,1707334358
289,guaraciaba do norte,-4.1669,-40.7475,24.73,62,91,3.46,BR,1707334358
290,dambatta,12.433,8.5154,20.06,18,91,3.77,NG,1707334358
291,turiacu,-1.6633,-45.3717,28.89,71,88,3.49,BR,1707334359
292,mount gambier,-37.8333,140.7667,10.31,91,76,2.18,AU,1707334311
293,playa del ingles,27.7567,-15.5787,20.86,43,34,1.66,ES,1707334270
294,papao,-17.75,-149.55,28.82,89,100,16.31,PF,1707334359
295,yaren,-0.5472,166.916,29.21,75,79,6.67,NR,1707334359
296,nizhniy kuranakh,58.8353,125.4869,-21.02,100,100,0.95,RU,1707334359
297,guildwood,43.7434,-79.1966,6.41,72,40,1.62,CA,1707334359
298,la mira,18.035,-102.3266,29.59,52,11,4.79,MX,1707334359
299,pudozh,61.8099,36.5345,-20.59,98,63,2.68,RU,1707334360
300,maracai,-22.6106,-50.6672,27.59,64,100,2.8,BR,1707334360
301,saint-denis,48.9167,2.3333,12.43,96,100,5.14,FR,1707334360
302,apaseo el alto,20.45,-100.6167,24.97,10,0,2.78,MX,1707334360
303,akureyri,65.6835,-18.0878,-3.04,68,75,5.66,IS,1707334360
304,mejit,10.2753,170.8646,26.87,73,99,10.22,MH,1707334360
305,taltal,-25.4,-70.4833,23.19,73,24,2.62,CL,1707334360
306,ambovombe,-25.1667,46.0833,21.24,87,94,2.31,MG,1707334360
307,cole harbour,44.6724,-63.4751,-0.02,76,75,3.13,CA,1707334361
308,dasnapur,19.654,78.5121,24.07,39,0,3.36,IN,1707334361
309,sao felix do xingu,-6.6447,-51.995,30.92,63,59,1.24,BR,1707334361
310,ardesen,41.1911,40.9875,12.65,59,40,5.13,TR,1707334361
311,tymovskoye,50.8456,142.655,-23.04,100,99,0.71,RU,1707334361
312,severo-yeniseyskiy,60.3725,93.0408,-12.46,99,82,1.34,RU,1707334361
313,vanimo,-2.6741,141.3028,25.13,89,100,2.55,PG,1707334361
314,slave lake,55.2834,-114.769,-6.01,86,100,1.54,CA,1707334362
315,hauterive,46.0901,3.4459,12.42,85,100,4.26,FR,1707334362
316,magalia,39.8121,-121.5783,3.75,95,100,1.79,US,1707334362
317,cradock,-32.1642,25.6192,17.49,70,0,2.95,ZA,1707334362
318,padang,-0.9492,100.3543,27.03,88,79,1.64,ID,1707334362
319,mogok,22.9167,96.5,12.63,76,0,0.86,MM,1707334362
320,barreirinhas,-2.7469,-42.8264,29.62,68,19,5.78,BR,1707334362
321,la passe,45.5549,-0.8967,11.66,92,100,9.59,FR,1707334362
322,nafada,11.0956,11.3327,24.97,21,88,4.61,NG,1707334363
323,gadzhiyevo,69.2551,33.3362,-24.01,100,97,3.39,RU,1707334363
324,ushtobe,45.2514,77.9838,-0.71,98,100,3.59,KZ,1707334363
325,qashyr,53.0675,76.1036,-5.05,86,85,4.74,KZ,1707334363
326,ormara,25.2088,64.6357,22.65,63,94,4.52,PK,1707334363
327,tondano,1.3038,124.9112,19.76,91,100,0.81,ID,1707334363
328,dalnerechensk,45.9339,133.7225,-19.13,97,96,2.81,RU,1707334363
329,arkhangel'sk,64.5401,40.5433,-23.82,82,40,0.0,RU,1707334363
330,badiyah,22.45,58.8,19.06,57,100,0.93,OM,1707334363
331,north shore,-36.8,174.75,20.22,78,4,2.68,NZ,1707334331
332,antofagasta,-23.65,-70.4,25.6,71,6,3.96,CL,1707333964
333,san jose del guaviare,2.5729,-72.6459,35.7,38,49,0.37,CO,1707334364
334,saint-philippe,-21.3585,55.7679,25.77,87,83,5.38,RE,1707334364
335,san patricio,28.017,-97.5169,23.05,59,100,10.27,US,1707334364
336,atafu village,-8.5421,-172.5159,28.16,83,100,8.5,TK,1707334364
337,prata,-19.3072,-48.9242,25.14,65,100,2.29,BR,1707334364
338,tsiombe,-25.3,45.4833,22.12,93,7,3.01,MG,1707334364
339,pindushi,62.9152,34.58,-23.75,100,89,2.3,RU,1707334364
340,kurumkan,54.3,110.3,-15.49,94,94,1.79,RU,1707334365
341,formosa do rio preto,-11.0483,-45.1931,32.09,50,100,1.11,BR,1707334365
342,saipan,15.1355,145.701,24.39,73,0,4.12,MP,1707334365
343,fort mcmurray,56.7268,-111.381,-8.23,79,100,1.54,CA,1707334136
344,pionerskiy,54.9508,20.2275,0.08,70,100,2.61,RU,1707334365
345,el calafate,-50.3408,-72.2768,12.53,48,53,8.59,AR,1707334232
346,murun-kuren,49.6342,100.1625,-22.17,94,51,1.08,MN,1707334365
347,morondava,-20.2833,44.2833,27.11,77,99,0.9,MG,1707334365
348,rosso,16.4986,-15.8153,29.8,8,0,4.68,SN,1707334365
349,bay harbor,30.1471,-85.6146,18.9,36,0,2.68,US,1707334366
350,ghardaia,32.4909,3.6735,15.64,21,0,1.54,DZ,1707334366
351,kone,-21.0595,164.8658,24.92,92,100,2.08,NC,1707334366
352,holualoa,19.6228,-155.9522,24.2,71,0,1.54,US,1707334366
353,pisco,-13.7,-76.2167,27.23,73,0,4.63,PE,1707334366
354,catacocha,-4.0667,-79.6333,24.16,69,90,0.8,EC,1707334366
355,strezhevoy,60.7333,77.5889,-3.91,95,100,4.02,RU,1707334366
356,molinella,44.6213,11.6686,10.54,79,73,0.51,IT,1707334366
357,zaterechnyy,44.7931,45.2097,6.22,69,91,3.64,RU,1707334366
358,guatrache,-37.6678,-63.5302,30.2,42,96,3.6,AR,1707334367
359,kazaure,12.6513,8.4162,21.37,16,98,3.71,NG,1707334367
360,pedro velho,-6.4392,-35.2214,29.21,65,100,5.95,BR,1707334367
361,shantobe,52.4581,68.1839,-6.63,91,100,11.32,KZ,1707334367
362,newman,37.3138,-121.0208,12.19,80,98,3.58,US,1707334367
363,tamandare,-8.7597,-35.1047,28.55,68,38,4.93,BR,1707334367
364,prainha,-1.8,-53.48,34.48,38,66,3.17,BR,1707334367
